global_id,ObjectName,AdmArea,District,Address,Photo,Email,WebSite,HelpPhone,Longitude,Latitude
407242802,Спортивный комплекс «Вятский»,Северный административный округ,Савёловский район,"Вятская улица, дом 28",942748ee-c5a1-4fe3-bbef-29e5505ad5ee,sever@mossport.ru,sever.mossport.ru,(495) 685-09-45,37.582429263,55.795884815
407243047,Спортивный комплекс «Вятский»,Северный административный округ,Савёловский район,"Вятская улица, дом 28",c0dfd7a1-55c2-44ba-9210-9c733caa21ae,sever@mossport.ru,sever.mossport.ru,(495) 685-09-45,37.582572652,55.795916075
407243353,Спортивный комплекс «Вятский»,Северный административный округ,Савёловский район,"Вятская улица, дом 28",d6085264-03cf-4729-a005-b7400efa11d7,sever@mossport.ru,sever.mossport.ru,(495) 685-09-45,37.582397076,55.795774525
407243498,Спортивный комплекс «Вятский»,Северный административный округ,Савёловский район,"Вятская улица, дом 28",bd581909-6be7-48da-b1c5-6465365563c7,sever@mossport.ru,sever.mossport.ru,(495) 685-09-45,37.582555327,55.795807763
407243764,Спортивный комплекс «Вятский»,Северный административный округ,Савёловский район,"Вятская улица, дом 28",a46c45d6-8478-44a4-9817-cb6ec7f9f44f,sever@mossport.ru,sever.mossport.ru,(495) 685-09-45,37.582354161,55.795751347
407243945,Спортивный комплекс «Вятский»,Северный административный округ,Савёловский район,"Вятская улица, дом 28",022ae3a1-d75c-4579-9b0d-421a79aa727d,sever@mossport.ru,sever.mossport.ru,(495) 685-09-45,37.582528504,55.7957579
407244163,Спортивный комплекс «Вятский»,Северный административный округ,Савёловский район,"Вятская улица, дом 28",393b4a60-1aad-4f31-803d-03dda18a169b,sever@mossport.ru,sever.mossport.ru,(495) 685-09-45,37.582355709,55.795687986
407249231,Спортивный комплекс «Восход Солнцево»,Западный административный округ,район Солнцево,"улица Щорса, дом 6",9402e9ee-6974-49da-a332-9543e63f70b9,mso@mos.ru,mso.mossport.ru,(495) 681-01-48,37.402987301,55.646694789
407253297,Физкультурно-оздоровительный комплекс «Южное Бутово»,Юго-Западный административный округ,район Южное Бутово,"улица Поляны, дом 35",8b12a7d5-31cf-4417-b9e9-bf4b37795706,mgfso@mossport.ru,mgfso.mossport.ru,(499) 242-84-44,37.549044239,55.55027571
407254784,Ледовый дворец «Мечта»,Северо-Восточный административный округ,район Бибирево,"улица Конёнкова, дом 10Б",a3f12655-0a2a-404f-8fd0-9b1898659c6f,mmpa@mossport.ru,mmpa.mossport.ru,(499) 902-49-29,37.614953871,55.89141884
407255181,Спортивный комплекс «Кировский»,Северо-Восточный административный округ,район Бибирево,"улица Пришвина, дом 20",bbc8047b-dede-4aff-9569-7eed36343dd6,mso@mos.ru,mso.mossport.ru,(495) 681-01-48,37.600862188,55.886140279
407255436,Спортивный комплекс «Кировский»,Северо-Восточный административный округ,район Бибирево,"улица Пришвина, дом 20",07b84c18-9497-461b-940e-d26af3d099a0,mso@mos.ru,mso.mossport.ru,(495) 681-01-48,37.601232333,55.886292534
407255618,Спортивный комплекс «Кировский»,Северо-Восточный административный округ,район Бибирево,"улица Пришвина, дом 20",413bce1d-145c-4868-8393-fffaff18d650,mso@mos.ru,mso.mossport.ru,(495) 681-01-48,37.601114316,55.885965411
407256258,Спортивный комплекс «Гармония»,Юго-Западный административный округ,Обручевский район,"улица Саморы Машела, дом 6, корпус 4",5dc9bbbf-1946-4ede-a5d8-9ac8e595ed4d,mso@mos.ru,mso.mossport.ru,(495) 681-01-48,37.498871879,55.646772195
407256403,Спортивный комплекс «Гармония»,Юго-Западный административный округ,Обручевский район,"улица Саморы Машела, дом 6, корпус 4",f16c85b2-c2da-4406-bf62-88a6d0eaa2b9,mso@mos.ru,mso.mossport.ru,(495) 681-01-48,37.498871879,55.646772195
407256637,Спортивный комплекс «Гармония»,Юго-Западный административный округ,Обручевский район,"улица Саморы Машела, дом 6, корпус 4",439309ca-7b48-4e2e-a989-22ad0774d008,mso@mos.ru,mso.mossport.ru,(495) 681-01-48,37.498871879,55.646772195
407256818,Ледовый центр «Метеор»,Юго-Западный административный округ,район Южное Бутово,"Чечёрский проезд, дом 23",d8857529-925c-4931-992c-d195684f2927,mha@mossport.ru,mha.mossport.ru,(495) 374-63-04,37.529396092,55.530576427
407258710,Спортивный клуб «Люсиновский»,Южный административный округ,Даниловский район,"Люсиновская улица, дом 62, корпус 1",1a2a5d86-4616-4412-bcb2-478324db9365,yug@mossport.ru,yug.mossport.ru,(499) 613-94-76,37.621067086,55.717821287
407259176,Спортивный комплекс «Царицыно»,Южный административный округ,район Бирюлёво Восточное,"Лисичанская улица, дом 3",93517dd6-824c-4ce2-a8b9-86b63d5aa662,yug@mossport.ru,yug.mossport.ru,(499) 613-94-76,37.674548191,55.619566088
407259812,Спортивный комплекс «На Донбасской»,Южный административный округ,район Бирюлёво Восточное,"Донбасская улица, дом 9",f2f630fe-72d1-4927-8dad-9fbaac4a7e84,yug@mossport.ru,yug.mossport.ru,(499) 613-94-76,37.660258463,55.595515498
407259895,Спортивный комплекс «На Донбасской»,Южный административный округ,район Бирюлёво Восточное,"Донбасская улица, дом 9",7ec35e49-da87-4004-906d-f848a016987b,yug@mossport.ru,yug.mossport.ru,(499) 613-94-76,37.660258463,55.595515498
407267925,Фитнес-клуб «Х-Фит Правда»,Северный административный округ,район Беговой,"улица Правды, дом 21, строение 2",3280a871-e83c-4ec4-a7a8-aed9fce91396,pravda@fitness.ru,pravda.xfit.ru/?utm_source=google_carty&utm_campaign=google_carty_pravda,(495) 126-94-26,37.579999525,55.787831999
407267972,Фитнес-клуб «Х-Фит Правда»,Северный административный округ,район Беговой,"улица Правды, дом 21, строение 2",73ff22ca-53ad-4a55-a7c4-cb5e4e5aa4bb,pravda@fitness.ru,pravda.xfit.ru/?utm_source=google_carty&utm_campaign=google_carty_pravda,(495) 126-94-26,37.579999525,55.787831999
407268307,Фитнес-клуб «Х-Фит Правда»,Северный административный округ,район Беговой,"улица Правды, дом 21, строение 2",36e8cb4b-dd5a-4eab-a5fe-d6fa21939711,pravda@fitness.ru,pravda.xfit.ru/?utm_source=google_carty&utm_campaign=google_carty_pravda,(495) 126-94-26,37.579999525,55.787831999
407269254,Спортивный зал «Шахматная школа Анатолия Карпова»,Северный административный округ,Хорошёвский район,"Хорошёвское шоссе, дом 1",0954b4f1-6e14-4a7c-9ff7-239637a75ae5,mgfso@mossport.ru,mgfso.mossport.ru,(499) 242-84-44,37.543443745,55.773062763
407270474,Спортивный комплекс «Измайлово»,Восточный административный округ,район Северное Измайлово,"11-я Парковая улица, дом 49",9d9a4552-0ef5-4bcd-a820-aa195b7829a4,mgfso@mossport.ru,mgfso.mossport.ru,(499) 242-84-44,37.804538006,55.805672216
407271186,Спортивный зал,Северо-Восточный административный округ,район Отрадное,"Высоковольтный проезд, дом 2А",9aa0e6d0-e4d3-4ca0-ad55-6fc3a4a678b2,otradnoedance@yandex.ru,art-dance.club/,(906) 031-06-31,37.591208652,55.872049223
407272539,Досуговый центр «Кентавр» филиал «ЭПИ-Алтуфьево»,Северо-Восточный административный округ,Алтуфьевский район,"Путевой проезд, дом 12",54604545-31e9-4045-8c30-120183f8cd28,sdc-kentavr@svao.mos.ru,gbukentavr.ru,(925) 066-36-93,37.579041108,55.874457539
407274895,Учреждение культурно-досугового типа «ДК «Десна»,Новомосковский административный округ,поселение Рязановское,"поселение Рязановское, посёлок Фабрики имени 1 Мая, дом 37",f0925236-b7e9-4442-8735-9e6a0123f6e0,dkdesna@culture.mos.ru,www.дк-десна.рф,(495) 867-83-58,37.498496266,55.487493361
407275028,Учреждение культурно-досугового типа «Ново-Переделкино»,Западный административный округ,район Ново-Переделкино,"Лукинская улица, дом 1, корпус 1",ec0da287-d38e-4745-9942-9ebb2bec6557,dir1@tks-np.ru,www.tks-np.ru,(495) 732-02-17,37.343901,55.646447
407275306,ГБУК г. Москвы «Объединение культурных центров ЮАО» обособленное структурное подразделение «Культурный центр «Загорье»,Южный административный округ,район Бирюлёво Восточное,"Загорьевская улица, дом 1, корпус 1",2f463c21-4340-4fca-be48-bc548e5fc5a2,zagorje@kulturauao.ru,kulturauao.ru/zagorje,(495) 682-44-22,37.674042,55.581709
407276119,Спортивный зал Молодежного центра района «Хамовники»,Центральный административный округ,район Хамовники,"улица Плющиха, дом 43-47",065e9e60-315a-4517-a746-f96d481b0a66,odsrham@yandex.ru,hamovniki.mos.ru,(499) 766-98-18,37.577178699,55.739212138
407276516,Ледовый дворец «Мечта»,Северо-Восточный административный округ,район Бибирево,"улица Конёнкова, дом 10Б",770628c5-765d-4dcb-9014-49bb3634b389,mmpa@mossport.ru,mmpa.mossport.ru,(499) 902-49-29,37.61525696,55.891399245
407277301,Спортивный комплекс «Вятский»,Северный административный округ,Савёловский район,"Вятская улица, дом 28",dd7f9120-c454-4783-9ff1-17298b133584,sever@mossport.ru,sever.mossport.ru,(495) 685-09-45,37.582563373,55.795595755
408318467,Спортивный зал культурно-спортивного реабилитационного комплекса Всероссийского Общества Слепых,Северный административный округ,Хорошёвский район,"улица Куусинена, дом 19А",009bc720-0006-4c5c-8a6e-d69368f2c613,info@ksrk.ru,www.ksrk.ru,(499) 943-27-01,37.511401753,55.787904732
408320616,Спортивный комплекс «Измайлово»,Восточный административный округ,район Северное Измайлово,"11-я Парковая улица, дом 49",6dea8a65-db2b-42c9-ab1f-a022be306ca9,mgfso@mossport.ru,mgfso.mossport.ru,(499) 242-84-44,37.802872017,55.806216024
408320684,Центр развития детского спорта «Юность»,Северный административный округ,район Сокол,"улица Зорге, дом 30А",64486ff6-c2e3-4f70-b4c8-25768bba4313,support@junost-tennis.ru,www.юность-спорт.рф,(495) 530-30-20,37.505308727,55.79447099
408322901,Спортивный комплекс «Окружной»,Восточный административный округ,район Соколиная Гора,"Окружной проезд, дом 15А",df36d7bd-7251-498b-b89d-3ffd5c85c298,vostok@mossport.ru,vostok.mossport.ru,(499) 369-54-11,37.74091438,55.789099398
408323148,Спортивный зал культурно-спортивного реабилитационного комплекса Всероссийского Общества Слепых,Северный административный округ,Хорошёвский район,"улица Куусинена, дом 19А",5434e414-c391-41f1-998d-f84f3d1362e7,info@ksrk.ru,www.ksrk.ru,(499) 943-27-01,37.511294465,55.787894908
408327882,Спортивный комплекс «Россошанский»,Южный административный округ,район Чертаново Южное,"Россошанский проезд, дом 4, корпус 4, строение 2",b4d4bb9c-1cb5-454a-8cf8-6cac19a06b6d,yug@mossport.ru,yug.mossport.ru,(499) 613-94-76,37.606014674,55.598708965
408328335,Спортивный комплекс «Чертаново» на ул. Кировоградская,Южный административный округ,район Чертаново Северное,"Кировоградская улица, дом 10А",02d332d2-f984-48b6-89a6-3160458ed788,mgfso@mossport.ru,mgfso.mossport.ru,(499) 242-84-44,37.606358029,55.626489587
408328973,Спортивный комплекс «Атлант»,Восточный административный округ,район Косино-Ухтомский,"Большая Косинская улица, дом 5А",9a183a08-8da6-4bfd-8e7b-54b62b5f4eab,mso@mos.ru,mso.mossport.ru,(495) 681-01-48,37.853705867,55.712557734
408329076,Спортивный комплекс «Атлант»,Восточный административный округ,район Косино-Ухтомский,"Большая Косинская улица, дом 5А",43ba830d-4baf-4f7b-972e-482106fed5d3,mso@mos.ru,mso.mossport.ru,(495) 681-01-48,37.853544934,55.71248505
408329153,Спортивный комплекс «Атлант»,Восточный административный округ,район Косино-Ухтомский,"Большая Косинская улица, дом 5А",3f18c93c-51e4-4195-b0ea-11a2bbb5f0a3,mso@mos.ru,mso.mossport.ru,(495) 681-01-48,37.853448375,55.712615275
408329226,Спортивный комплекс «Гелиос»,Восточный административный округ,район Косино-Ухтомский,"Лухмановская улица, дом 10А",aa2858fd-5229-4708-84de-d73203307699,mso@mos.ru,mso.mossport.ru,(495) 681-01-48,37.900464839,55.716055502
408329306,Спортивный комплекс «Гелиос»,Восточный административный округ,район Косино-Ухтомский,"Лухмановская улица, дом 10А",7867fd0b-a106-4cf0-b958-21c853bddaa0,mso@mos.ru,mso.mossport.ru,(495) 681-01-48,37.900439851,55.716034454
408329835,Бассейн «Орбита»,Зеленоградский административный округ,район Савёлки,"город Зеленоград, Озёрная аллея, дом 6",45375698-7d44-46e5-aaff-e9c151832b6e,zelenograd@mossport.ru,zelenograd.mossport.ru,(499) 735-17-55,37.22599427,55.986967282
408331644,Бассейн плавательный «ЦСиО Самбо-70 отделение Юность»,Юго-Западный административный округ,район Тёплый Стан,"улица Академика Бакулева, дом 5",60c65b3a-3e1c-43c4-9a26-af5a13f0864d,sambo70@mossport.ru,sambo70.mossport.ru,(495) 438-89-55,37.483847878,55.640719789
408332374,Спортивный зал Московской футбольной академии,Восточный административный округ,район Перово,"шоссе Энтузиастов, дом 54",3db4baec-bad9-4303-93b5-b1e68e219357,mfa@mossport.ru,mfa.mossport.ru,(499) 264-41-74,37.761774281,55.759541584
408332885,Ледовый дворец спорта «Центральный»,Центральный административный округ,Таганский район,"улица Талалихина, дом 28, строение 4",85867246-586d-4806-bd80-563c2fc14657,mha@mossport.ru,mha.mossport.ru,(495) 374-63-04,37.678410436,55.73055863
